customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_id,review_score,review_creation_date,review_answer_timestamp,has_comment,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,translated_cat,payment_sequential,payment_type,payment_installments,payment_value,seller_zip_code_prefix,seller_city,seller_state,subcategory,Category
68735df1b09b8a52d5db6320a17934ce,0e35b3a35d3f09b9079e2f91a01f2cab,3716,sao paulo,SP,857963f443c1183582fc6386fd62ddcf,delivered,2017-09-24 18:20:03,2017-09-24 18:30:14,2017-09-29 22:32:31,2017-10-08 14:58:49,2017-10-10 00:00:00,97aa31bfd719270fde87df2c82c2b8cf,3,2017-10-09 00:00:00,2017-10-09 18:32:33,1,1,7295743cfc88049c951d73b337225d01,624f4ece8da4aafb77699233d480f8ef,2017-09-28 18:30:14,219.0,22.19,31.0,365.0,3.0,10800.0,100.0,55.0,11.0,market_place,1,credit_card,2,241.19,5138,sao paulo,SP,market_place,Other
41110560ba94c2e86afc7a12ad56ad08,1d6cd35271e75ebf524d224021678911,98400,frederico westphalen,RS,91199340efe15554e4533e5ffe47a31b,delivered,2017-03-31 07:51:28,2017-03-31 08:05:14,2017-03-31 13:01:02,2017-04-04 10:38:04,2017-04-20 00:00:00,370f52d247d0e0a1989a496c02fba30b,5,2017-04-05 00:00:00,2017-04-06 05:26:20,1,1,2b6c38dc34f7d28ba93d469431bb6c88,87142160b41353c4e5fca2360caf6f92,2017-04-06 08:05:14,19.9,10.96,57.0,389.0,2.0,310.0,19.0,15.0,15.0,market_place,1,credit_card,3,30.86,90230,porto alegre,RS,market_place,Other
a4ae42d510710bdfd23de09c1fce5410,0c4cd30defdfe37fc9d50089c553f2e5,7220,guarulhos,SP,3393e0117eefaf7abdee7c0ec9582632,delivered,2017-07-07 11:13:50,2017-07-07 11:25:16,2017-07-07 19:38:59,2017-07-10 16:50:05,2017-07-20 00:00:00,4749acd0a3c5cc04622e185b08d89e1d,5,2017-07-11 00:00:00,2017-07-14 10:31:04,0,1,f0cdabacd05bdca526b43e72376521ee,fa40cc5b934574b62717c68f3d678b6d,2017-07-13 11:25:16,48.5,9.34,27.0,320.0,2.0,527.0,16.0,14.0,14.0,market_place,1,credit_card,2,57.84,2310,sao paulo,SP,market_place,Other
4823c52e962bd334cf992817bcdff533,d7f36ed554c844d47a19567041894aa3,22270,rio de janeiro,RJ,469486849094bf1935cd99d96e117ded,delivered,2017-08-23 19:47:18,2017-08-23 20:06:55,2017-08-24 15:27:12,2017-09-01 15:51:37,2017-09-15 00:00:00,769399e273001194d773da111a9bc4b8,5,2017-09-02 00:00:00,2017-09-05 01:34:43,0,1,f0cdabacd05bdca526b43e72376521ee,fa40cc5b934574b62717c68f3d678b6d,2017-08-29 20:06:55,48.5,15.11,27.0,320.0,2.0,527.0,16.0,14.0,14.0,market_place,1,credit_card,3,63.61,2310,sao paulo,SP,market_place,Other
7786e89e083495d8466993cd6b3fde4f,21d2d2a8120b8d9a6b5642ddd53d14fc,5015,sao paulo,SP,18f3d3d3d8f47205c56d03799039c61a,delivered,2018-02-07 16:36:46,2018-02-07 16:50:40,2018-02-08 16:33:00,2018-02-15 21:52:42,2018-03-08 00:00:00,a4f7d83889d00e7642c347994d80dbed,5,2018-02-16 00:00:00,2018-02-17 00:28:56,0,1,37d007abbb05d792773dcf090208e077,8c16d1f32a54d92897cc437244442e1b,2018-02-13 16:50:40,118.9,21.32,50.0,1334.0,3.0,1175.0,54.0,10.0,33.0,market_place,1,credit_card,1,140.22,89023,blumenau,SC,market_place,Other
e998acff98f91507e5d00ca8b10e76e2,3301ed311d556f65038f3c50002eef18,1105,sao paulo,SP,bca32e22d44a9179359d3ee73a26ce49,delivered,2018-08-12 16:14:44,2018-08-13 16:10:12,2018-08-16 15:18:00,2018-08-21 21:20:38,2018-08-28 00:00:00,ebae4fd2a9e63be15da7488471eccfe1,5,2018-08-22 00:00:00,2018-09-04 18:55:13,0,1,38a3b0c53acb7f9b75ba80fa1c597219,7d13fca15225358621be4086e1eb0964,2018-08-21 16:10:12,143.8,13.67,30.0,173.0,1.0,313.0,17.0,12.0,14.0,market_place,1,credit_card,5,157.47,14050,ribeirao preto,SP,market_place,Other
5badee45df2987d35d692a6d851edb4a,cc92bbc7b13a51e4baa5c05898717b6b,49280,tomar do geru,SE,c66e755acf913956ae3838e2c73e962b,delivered,2018-08-13 08:56:08,2018-08-13 09:05:12,2018-08-16 15:18:00,2018-08-28 12:25:11,2018-10-02 00:00:00,96e79488a8eac2b4958fb484f0502924,4,2018-08-29 00:00:00,2018-08-29 17:22:18,1,1,38a3b0c53acb7f9b75ba80fa1c597219,7d13fca15225358621be4086e1eb0964,2018-08-21 09:05:12,143.8,51.73,30.0,173.0,1.0,313.0,17.0,12.0,14.0,market_place,1,credit_card,8,195.53,14050,ribeirao preto,SP,market_place,Other
3c4e7bffe8b3445dee2d901811f44b25,2ef188e54bb573a3eda1730148d60774,4416,sao paulo,SP,2414366ce919fcb8e0f47caeb95e580c,delivered,2017-12-14 04:54:58,2017-12-15 02:17:11,2017-12-18 15:09:41,2017-12-19 13:25:13,2018-01-03 00:00:00,a18988eed33b18bf4a15f7b1dcd7d067,5,2017-12-20 00:00:00,2017-12-20 23:45:05,0,1,635b74f3dd5462e3c133b42cd9299fa2,b2ba3715d723d245138f291a6fe42594,2017-12-21 02:17:11,49.9,7.78,47.0,121.0,2.0,200.0,16.0,20.0,16.0,market_place,1,boleto,1,57.68,3470,sao paulo,SP,market_place,Other
e0b0d01891fea74e10eaa315c127bf02,4a5ccaf4ed3c2b0621ac01e7aa417aa7,80210,curitiba,PR,5c55ef550d5ff75bae4c1473c8dd06a5,delivered,2017-02-19 23:32:43,2017-02-21 05:09:24,2017-02-24 07:27:02,2017-03-07 10:09:25,2017-03-21 00:00:00,fc8428a738dbcf4f77eb26bcc26caca8,1,2017-03-08 00:00:00,2017-03-09 10:47:31,0,1,635b74f3dd5462e3c133b42cd9299fa2,b2ba3715d723d245138f291a6fe42594,2017-02-23 23:32:43,39.9,14.11,47.0,121.0,2.0,200.0,16.0,20.0,16.0,market_place,1,boleto,1,54.01,3470,sao paulo,SP,market_place,Other
36c540c5c82e28dd7b58e34234911285,5397ad82386afca0aad93e8c247afb68,9790,sao bernardo do campo,SP,878697957b3d5ed7b037b0dbd7b8af8c,delivered,2018-03-20 17:10:00,2018-03-21 17:08:53,2018-03-27 18:42:54,2018-03-28 20:14:37,2018-04-02 00:00:00,70f7e8bbcb262143ac3feb51336d7b2f,4,2018-03-29 00:00:00,2018-03-30 00:19:21,1,1,635b74f3dd5462e3c133b42cd9299fa2,b2ba3715d723d245138f291a6fe42594,2018-03-27 17:08:53,49.9,7.39,47.0,121.0,2.0,200.0,16.0,20.0,16.0,market_place,1,credit_card,1,57.29,3470,sao paulo,SP,market_place,Other
3f1dfe685c14112652c1765c32c99b95,2b934c366c12e40e1c6311e4d3a3fbbb,13575,sao carlos,SP,737a52582de776db2631a7d53cb29eed,delivered,2017-05-29 21:06:17,2017-05-31 06:55:34,2017-06-02 10:51:13,2017-06-08 13:03:33,2017-06-19 00:00:00,163c70c70ba27693a740c39a2153bd5d,5,2017-06-09 00:00:00,2017-06-10 01:14:26,1,1,635b74f3dd5462e3c133b42cd9299fa2,b2ba3715d723d245138f291a6fe42594,2017-06-06 06:55:34,49.9,11.85,47.0,121.0,2.0,200.0,16.0,20.0,16.0,market_place,1,boleto,1,61.75,3470,sao paulo,SP,market_place,Other
4221add5278262a337af11aa0ce3bec1,81b133c3f4e30a14a6585a2f20ff150f,1445,sao paulo,SP,5af38cdf3451e948f042e40336b0082e,delivered,2017-06-23 08:45:22,2017-06-24 02:31:21,2017-06-28 13:17:43,2017-06-29 13:13:51,2017-07-06 00:00:00,c9aaeea201b5f1797c3d247225e68082,5,2017-06-30 00:00:00,2017-07-02 14:33:47,0,1,6263969289f84cd8bde876597407657d,b2ba3715d723d245138f291a6fe42594,2017-06-29 02:30:27,69.9,15.28,57.0,399.0,1.0,5350.0,16.0,50.0,45.0,market_place,1,boleto,1,85.18,3470,sao paulo,SP,market_place,Other
df9432f68e31773dc4b20fb916f2f647,81b133c3f4e30a14a6585a2f20ff150f,1445,sao paulo,SP,096b267153128e0d7f9e593bba803956,delivered,2017-06-23 08:45:21,2017-06-24 02:31:29,2017-06-28 13:17:42,2017-06-29 13:11:40,2017-07-06 00:00:00,c9aaeea201b5f1797c3d247225e68082,5,2017-06-30 00:00:00,2017-07-02 14:33:47,0,1,6263969289f84cd8bde876597407657d,b2ba3715d723d245138f291a6fe42594,2017-06-29 02:30:26,69.9,15.28,57.0,399.0,1.0,5350.0,16.0,50.0,45.0,market_place,1,boleto,1,85.18,3470,sao paulo,SP,market_place,Other
2fd33ac77677bd214b1882868317eeed,8518c7888966eddd34b73abcc5165b07,9791,sao bernardo do campo,SP,cb1134f9010d242e9515ad1c78ec0c39,delivered,2017-07-16 12:35:34,2017-07-18 06:03:50,2017-07-20 19:22:02,2017-07-19 14:13:28,2017-08-08 00:00:00,5bb72b5c6644e0372d8df57db897594d,3,2017-07-20 00:00:00,2017-07-24 13:52:52,1,2,77b61edc47d5dda4e6fb3568962d3e63,066a6914e1ebf3ea95a216c73a986b91,2017-07-24 06:03:50,74.9,4.86,45.0,163.0,3.0,300.0,16.0,14.0,14.0,market_place,1,boleto,1,140.06,85863,foz do iguacu,PR,market_place,Other
65c9e0808cb89c7417c7ed4ad2d78fe3,467975aa01ded053ddd770ac6d11abf8,15085,sao jose do rio preto,SP,7cfbcf0f0e692bccbf7d7a4c997e80fd,delivered,2017-09-15 21:27:45,2017-09-15 21:44:24,2017-09-19 18:04:27,2017-09-25 19:42:27,2017-10-05 00:00:00,dbce570b45c0d5d09c2d0d179ff2b749,5,2017-09-26 00:00:00,2017-09-27 14:57:41,0,1,83a26c42a5f94b7456425cd0cd20daf8,46dc3b2cc0980fb8ec44634e21d2718e,2017-09-20 21:44:24,94.99,16.42,60.0,1371.0,2.0,1500.0,20.0,34.0,36.0,market_place,1,credit_card,1,27.34,22240,rio de janeiro,RJ,market_place,Other
65c9e0808cb89c7417c7ed4ad2d78fe3,467975aa01ded053ddd770ac6d11abf8,15085,sao jose do rio preto,SP,7cfbcf0f0e692bccbf7d7a4c997e80fd,delivered,2017-09-15 21:27:45,2017-09-15 21:44:24,2017-09-19 18:04:27,2017-09-25 19:42:27,2017-10-05 00:00:00,dbce570b45c0d5d09c2d0d179ff2b749,5,2017-09-26 00:00:00,2017-09-27 14:57:41,0,1,83a26c42a5f94b7456425cd0cd20daf8,46dc3b2cc0980fb8ec44634e21d2718e,2017-09-20 21:44:24,94.99,16.42,60.0,1371.0,2.0,1500.0,20.0,34.0,36.0,market_place,2,voucher,1,84.07,22240,rio de janeiro,RJ,market_place,Other
b3fb50a69d9de3ee23504d2cd66da13f,d6a930873ee3f80aa823cb1d4baca58d,86038,londrina,PR,0ca768c507d1fc3c61bd950bb1c5231a,delivered,2016-10-10 15:20:14,2016-10-10 16:02:25,2016-10-30 11:23:50,2016-11-07 14:51:45,2016-12-06 00:00:00,c8a84bd448f61ebddc630e33e30ed692,5,2016-11-08 00:00:00,2017-02-21 00:34:09,1,1,83a26c42a5f94b7456425cd0cd20daf8,46dc3b2cc0980fb8ec44634e21d2718e,2016-10-21 16:28:00,94.99,17.53,60.0,1371.0,2.0,1500.0,20.0,34.0,36.0,market_place,1,credit_card,1,112.52,22240,rio de janeiro,RJ,market_place,Other
1643f66f6cc239c720a52b3d0fa8edab,bc8afaa214b377ee40cc263ff400fe84,29400,mimoso do sul,ES,bb0a814e4d6cb5373c30a22b6c9fd658,delivered,2017-09-01 15:39:09,2017-09-01 15:50:11,2017-09-04 19:47:40,2017-09-14 20:51:46,2017-09-27 00:00:00,ebf5ee235d5036696516b72a0914e24f,5,2017-09-15 00:00:00,2017-09-25 19:54:57,0,1,05bee157001350b29b1e48395f6736a5,46dc3b2cc0980fb8ec44634e21d2718e,2017-09-08 15:50:11,279.99,22.45,43.0,1234.0,3.0,2100.0,19.0,27.0,38.0,market_place,1,credit_card,4,302.44,22240,rio de janeiro,RJ,market_place,Other
9179a6ee349886a828e6a7fb9ca5c891,60b488ad8d8847aa531af7d7f065e4ee,59054,natal,RN,33db6a64af296383d427caeecd193d87,delivered,2017-07-31 12:27:19,2017-07-31 12:43:15,2017-08-03 20:28:34,2017-08-24 21:30:03,2017-09-01 00:00:00,8b3b8fae4b5939b92b1cf4007276dbb9,5,2017-08-25 00:00:00,2017-08-26 05:31:04,0,1,df7dd741f55a686edccf22700954e1d5,6d66611d7c44cc30ce351abc49a68421,2017-08-04 12:43:15,99.9,25.25,63.0,1108.0,8.0,1950.0,60.0,15.0,45.0,market_place,1,credit_card,6,125.15,4378,sao paulo,SP,market_place,Other
072a4d5c91be7fd81a21c401668a27a0,f27b6301acd2953a9cf320c1be3eeb7b,86800,apucarana,PR,6462b86adeb33354833daece8787cb69,delivered,2017-06-16 10:36:58,2017-06-16 10:50:17,2017-06-19 21:17:52,2017-06-26 16:22:23,2017-07-10 00:00:00,beeaa15edb2cf7cb180d603779163e3a,5,2017-06-27 00:00:00,2017-06-28 12:14:00,0,1,df7dd741f55a686edccf22700954e1d5,6d66611d7c44cc30ce351abc49a68421,2017-06-22 10:50:17,109.9,18.02,63.0,1108.0,8.0,1950.0,60.0,15.0,45.0,market_place,1,credit_card,10,127.92,4378,sao paulo,SP,market_place,Other
